Value,Count,World_Lan1,World_Mois,World_Temp,World_Lan2,LF_ClassNa,LC_ClassNa,Temp_Class,Moisture_C,Temp_Moist,W_Ecosystm
"385",1550.00000000000,"3","1","5","1",Tablelands,Cropland,Tropical,Desert,Tropical Desert,Tropical Desert Cropland on Tablelands
"386",68804.00000000000,"2","1","5","2",Hills,Shrubland,Tropical,Desert,Tropical Desert,Tropical Desert Shrubland on Hills
"387",31574956.00000000000,"4","3","5","1",Plains,Cropland,Tropical,Moist,Tropical Moist,Tropical Moist Cropland on Plains
"388",616154.00000000000,"4","3","5","5",Plains,Settlement,Tropical,Moist,Tropical Moist,Tropical Moist Settlement on Plains
"389",73852734.00000000000,"4","3","5","3",Plains,Forest,Tropical,Moist,Tropical Moist,Tropical Moist Forest on Plains
"390",17407689.00000000000,"2","3","5","1",Hills,Cropland,Tropical,Moist,Tropical Moist,Tropical Moist Cropland on Hills
"391",15270789.00000000000,"1","3","5","1",Mountains,Cropland,Tropical,Moist,Tropical Moist,Tropical Moist Cropland on Mountains
"392",33889622.00000000000,"1","3","5","3",Mountains,Forest,Tropical,Moist,Tropical Moist,Tropical Moist Forest on Mountains
"393",4337541.00000000000,"4","3","5","4",Plains,Grassland,Tropical,Moist,Tropical Moist,Tropical Moist Grassland on Plains
"394",1349600.00000000000,"3","2","5","3",Tablelands,Forest,Tropical,Dry,Tropical Dry,Tropical Dry Forest on Tablelands
"395",279267.00000000000,"4","3","5","6",Plains,Sparsley or Non vegetated,Tropical,Moist,Tropical Moist,Tropical Moist Sparsley or Non vegetated on Plains
"396",10104586.00000000000,"4","3","5","2",Plains,Shrubland,Tropical,Moist,Tropical Moist,Tropical Moist Shrubland on Plains
"397",13263.00000000000,"3","1","5","4",Tablelands,Grassland,Tropical,Desert,Tropical Desert,Tropical Desert Grassland on Tablelands
"398",46297613.00000000000,"2","3","5","3",Hills,Forest,Tropical,Moist,Tropical Moist,Tropical Moist Forest on Hills
"399",174.00000000000,"1","3","3","8",Mountains,Snow and Ice,Warm Temperate,Moist,Warm Temperate Moist,Warm Temperate Moist Snow and Ice on Mountains
"400",18.00000000000,"3","1","4","3",Tablelands,Forest,Sub Tropical,Desert,Sub Tropical Desert,Sub Tropical Desert Forest on Tablelands
"401",724485.00000000000,"1","3","5","4",Mountains,Grassland,Tropical,Moist,Tropical Moist,Tropical Moist Grassland on Mountains
"402",112635.00000000000,"1","3","5","6",Mountains,Sparsley or Non vegetated,Tropical,Moist,Tropical Moist,Tropical Moist Sparsley or Non vegetated on Mountains
"403",1464048.00000000000,"2","3","5","4",Hills,Grassland,Tropical,Moist,Tropical Moist,Tropical Moist Grassland on Hills
"404",3341105.00000000000,"1","3","5","2",Mountains,Shrubland,Tropical,Moist,Tropical Moist,Tropical Moist Shrubland on Mountains
"405",188666.00000000000,"1","3","5","5",Mountains,Settlement,Tropical,Moist,Tropical Moist,Tropical Moist Settlement on Mountains
"406",7506.00000000000,"2","1","5","3",Hills,Forest,Tropical,Desert,Tropical Desert,Tropical Desert Forest on Hills
"407",238405.00000000000,"2","3","5","5",Hills,Settlement,Tropical,Moist,Tropical Moist,Tropical Moist Settlement on Hills
"408",6185946.00000000000,"2","3","5","2",Hills,Shrubland,Tropical,Moist,Tropical Moist,Tropical Moist Shrubland on Hills
"409",7451512.00000000000,"3","3","5","3",Tablelands,Forest,Tropical,Moist,Tropical Moist,Tropical Moist Forest on Tablelands
"410",1295328.00000000000,"3","3","5","2",Tablelands,Shrubland,Tropical,Moist,Tropical Moist,Tropical Moist Shrubland on Tablelands
"411",1841776.00000000000,"3","3","5","1",Tablelands,Cropland,Tropical,Moist,Tropical Moist,Tropical Moist Cropland on Tablelands
"412",39906.00000000000,"3","1","5","2",Tablelands,Shrubland,Tropical,Desert,Tropical Desert,Tropical Desert Shrubland on Tablelands
"413",21549.00000000000,"3","3","5","5",Tablelands,Settlement,Tropical,Moist,Tropical Moist,Tropical Moist Settlement on Tablelands
"414",273880.00000000000,"3","3","5","4",Tablelands,Grassland,Tropical,Moist,Tropical Moist,Tropical Moist Grassland on Tablelands
"415",52252.00000000000,"2","3","5","6",Hills,Sparsley or Non vegetated,Tropical,Moist,Tropical Moist,Tropical Moist Sparsley or Non vegetated on Hills
"416",21094.00000000000,"3","3","5","6",Tablelands,Sparsley or Non vegetated,Tropical,Moist,Tropical Moist,Tropical Moist Sparsley or Non vegetated on Tablelands
"417",9638.00000000000,"1","1","5","3",Mountains,Forest,Tropical,Desert,Tropical Desert,Tropical Desert Forest on Mountains
"418",4466.00000000000,"3","1","5","3",Tablelands,Forest,Tropical,Desert,Tropical Desert,Tropical Desert Forest on Tablelands
"419",5.00000000000,"1","2","3","8",Mountains,Snow and Ice,Warm Temperate,Dry,Warm Temperate Dry,Warm Temperate Dry Snow and Ice on Mountains
"420",3.00000000000,"4","2","2","8",Plains,Snow and Ice,Cool Temperate,Dry,Cool Temperate Dry,Cool Temperate Dry Snow and Ice on Plains
"421",5627.00000000000,"3","1","6","6",Tablelands,Sparsley or Non vegetated,Polar,Desert,Polar Desert,Polar Desert Sparsley or Non vegetated on Tablelands
"422",19.00000000000,"3","1","6","5",Tablelands,Settlement,Polar,Desert,Polar Desert,Polar Desert Settlement on Tablelands
"423",851.00000000000,"3","1","6","2",Tablelands,Shrubland,Polar,Desert,Polar Desert,Polar Desert Shrubland on Tablelands
"424",2877.00000000000,"4","1","6","6",Plains,Sparsley or Non vegetated,Polar,Desert,Polar Desert,Polar Desert Sparsley or Non vegetated on Plains
"425",59.00000000000,"4","1","6","2",Plains,Shrubland,Polar,Desert,Polar Desert,Polar Desert Shrubland on Plains
"426",21.00000000000,"4","1","6","1",Plains,Cropland,Polar,Desert,Polar Desert,Polar Desert Cropland on Plains
"427",41.00000000000,"4","1","6","3",Plains,Forest,Polar,Desert,Polar Desert,Polar Desert Forest on Plains
"428",352.00000000000,"1","1","6","5",Mountains,Settlement,Polar,Desert,Polar Desert,Polar Desert Settlement on Mountains
"429",38.00000000000,"3","1","3","3",Tablelands,Forest,Warm Temperate,Desert,Warm Temperate Desert,Warm Temperate Desert Forest on Tablelands
"430",4.00000000000,"3","1","6","4",Tablelands,Grassland,Polar,Desert,Polar Desert,Polar Desert Grassland on Tablelands
"431",19.00000000000,"4","1","6","4",Plains,Grassland,Polar,Desert,Polar Desert,Polar Desert Grassland on Plains
